idx,weekday,wd_name,hour,minute,week1,week2,week3,week4,top100_mre,overall_mre
357,2,Wed,17,15,2018-09-05 17:15:00,2018-09-12 17:15:00,2018-09-19 17:15:00,2018-09-26 17:15:00,0.411909,1.095528
358,2,Wed,8,40,2018-09-05 08:40:00,2018-09-12 08:40:00,2018-09-19 08:40:00,2018-09-26 08:40:00,0.391407,1.127366
359,2,Wed,0,45,2018-09-05 00:45:00,2018-09-12 00:45:00,2018-09-19 00:45:00,2018-09-26 00:45:00,0.625996,0.275047
360,3,Thu,8,50,2018-09-06 08:50:00,2018-09-13 08:50:00,2018-09-20 08:50:00,2018-09-27 08:50:00,0.305610,0.966854
361,3,Thu,7,15,2018-09-06 07:15:00,2018-09-13 07:15:00,2018-09-20 07:15:00,2018-09-27 07:15:00,0.451854,0.548879
362,3,Thu,4,30,2018-09-06 04:30:00,2018-09-13 04:30:00,2018-09-20 04:30:00,2018-09-27 04:30:00,0.573198,0.190483
363,3,Thu,12,55,2018-09-06 12:55:00,2018-09-13 12:55:00,2018-09-20 12:55:00,2018-09-27 12:55:00,0.356886,0.995225
364,3,Thu,11,20,2018-09-06 11:20:00,2018-09-13 11:20:00,2018-09-20 11:20:00,2018-09-27 11:20:00,0.284237,0.938445
365,3,Thu,13,05,2018-09-06 13:05:00,2018-09-13 13:05:00,2018-09-20 13:05:00,2018-09-27 13:05:00,0.380269,1.024453
366,3,Thu,23,10,2018-09-06 23:10:00,2018-09-13 23:10:00,2018-09-20 23:10:00,2018-09-27 23:10:00,0.639432,0.376593
367,3,Thu,18,00,2018-09-06 18:00:00,2018-09-13 18:00:00,2018-09-20 18:00:00,2018-09-27 18:00:00,0.414880,0.992546
368,3,Thu,10,15,2018-09-06 10:15:00,2018-09-13 10:15:00,2018-09-20 10:15:00,2018-09-27 10:15:00,0.283329,0.905727
369,3,Thu,12,40,2018-09-06 12:40:00,2018-09-13 12:40:00,2018-09-20 12:40:00,2018-09-27 12:40:00,0.321434,0.979254
370,3,Thu,16,05,2018-09-06 16:05:00,2018-09-13 16:05:00,2018-09-20 16:05:00,2018-09-27 16:05:00,0.365483,0.895241
371,3,Thu,1,50,2018-09-06 01:50:00,2018-09-13 01:50:00,2018-09-20 01:50:00,2018-09-27 01:50:00,0.684178,0.213225
372,3,Thu,18,55,2018-09-06 18:55:00,2018-09-13 18:55:00,2018-09-20 18:55:00,2018-09-27 18:55:00,0.300288,0.940963
373,3,Thu,15,55,2018-09-06 15:55:00,2018-09-13 15:55:00,2018-09-20 15:55:00,2018-09-27 15:55:00,0.377854,1.074790
374,3,Thu,12,00,2018-09-06 12:00:00,2018-09-13 12:00:00,2018-09-20 12:00:00,2018-09-27 12:00:00,0.326930,0.946187
375,3,Thu,6,05,2018-09-06 06:05:00,2018-09-13 06:05:00,2018-09-20 06:05:00,2018-09-27 06:05:00,0.648194,0.286311
376,3,Thu,7,20,2018-09-06 07:20:00,2018-09-13 07:20:00,2018-09-20 07:20:00,2018-09-27 07:20:00,0.419408,0.609953
377,3,Thu,7,55,2018-09-06 07:55:00,2018-09-13 07:55:00,2018-09-20 07:55:00,2018-09-27 07:55:00,0.424001,0.801841
378,3,Thu,22,30,2018-09-06 22:30:00,2018-09-13 22:30:00,2018-09-20 22:30:00,2018-09-27 22:30:00,0.594854,0.490223
379,3,Thu,3,25,2018-09-06 03:25:00,2018-09-13 03:25:00,2018-09-20 03:25:00,2018-09-27 03:25:00,0.688145,0.230722
380,3,Thu,20,45,2018-09-06 20:45:00,2018-09-13 20:45:00,2018-09-20 20:45:00,2018-09-27 20:45:00,0.562439,0.819186
381,3,Thu,9,05,2018-09-06 09:05:00,2018-09-13 09:05:00,2018-09-20 09:05:00,2018-09-27 09:05:00,0.332491,1.002575
382,3,Thu,2,45,2018-09-06 02:45:00,2018-09-13 02:45:00,2018-09-20 02:45:00,2018-09-27 02:45:00,0.624144,0.184051
383,3,Thu,21,40,2018-09-06 21:40:00,2018-09-13 21:40:00,2018-09-20 21:40:00,2018-09-27 21:40:00,0.554719,0.600418
384,3,Thu,1,35,2018-09-06 01:35:00,2018-09-13 01:35:00,2018-09-20 01:35:00,2018-09-27 01:35:00,0.686854,0.208416
385,3,Thu,5,40,2018-09-06 05:40:00,2018-09-13 05:40:00,2018-09-20 05:40:00,2018-09-27 05:40:00,0.557809,0.262990
386,3,Thu,3,00,2018-09-06 03:00:00,2018-09-13 03:00:00,2018-09-20 03:00:00,2018-09-27 03:00:00,0.589750,0.182700
387,3,Thu,22,40,2018-09-06 22:40:00,2018-09-13 22:40:00,2018-09-20 22:40:00,2018-09-27 22:40:00,0.549466,0.469075
388,3,Thu,16,25,2018-09-06 16:25:00,2018-09-13 16:25:00,2018-09-20 16:25:00,2018-09-27 16:25:00,0.376444,0.976604
389,3,Thu,12,10,2018-09-06 12:10:00,2018-09-13 12:10:00,2018-09-20 12:10:00,2018-09-27 12:10:00,0.292238,0.916648
390,3,Thu,3,35,2018-09-06 03:35:00,2018-09-13 03:35:00,2018-09-20 03:35:00,2018-09-27 03:35:00,0.682272,0.195679
391,3,Thu,6,45,2018-09-06 06:45:00,2018-09-13 06:45:00,2018-09-20 06:45:00,2018-09-27 06:45:00,0.477178,0.545989
392,3,Thu,21,05,2018-09-06 21:05:00,2018-09-13 21:05:00,2018-09-20 21:05:00,2018-09-27 21:05:00,0.508568,0.700815
393,3,Thu,11,35,2018-09-06 11:35:00,2018-09-13 11:35:00,2018-09-20 11:35:00,2018-09-27 11:35:00,0.283580,0.906557
394,3,Thu,3,05,2018-09-06 03:05:00,2018-09-13 03:05:00,2018-09-20 03:05:00,2018-09-27 03:05:00,0.617225,0.154267
395,3,Thu,21,45,2018-09-06 21:45:00,2018-09-13 21:45:00,2018-09-20 21:45:00,2018-09-27 21:45:00,0.608055,0.619903
396,3,Thu,15,35,2018-09-06 15:35:00,2018-09-13 15:35:00,2018-09-20 15:35:00,2018-09-27 15:35:00,0.324381,0.911813
397,3,Thu,14,05,2018-09-06 14:05:00,2018-09-13 14:05:00,2018-09-20 14:05:00,2018-09-27 14:05:00,0.338970,0.994561
398,3,Thu,6,50,2018-09-06 06:50:00,2018-09-13 06:50:00,2018-09-20 06:50:00,2018-09-27 06:50:00,0.420070,0.502300
399,3,Thu,17,30,2018-09-06 17:30:00,2018-09-13 17:30:00,2018-09-20 17:30:00,2018-09-27 17:30:00,0.413755,0.972636
400,3,Thu,1,20,2018-09-06 01:20:00,2018-09-13 01:20:00,2018-09-20 01:20:00,2018-09-27 01:20:00,0.681341,0.234286
401,3,Thu,23,45,2018-09-06 23:45:00,2018-09-13 23:45:00,2018-09-20 23:45:00,2018-09-27 23:45:00,0.622942,0.285471
402,3,Thu,17,00,2018-09-06 17:00:00,2018-09-13 17:00:00,2018-09-20 17:00:00,2018-09-27 17:00:00,0.365739,1.024732
403,3,Thu,2,25,2018-09-06 02:25:00,2018-09-13 02:25:00,2018-09-20 02:25:00,2018-09-27 02:25:00,0.516418,0.163216
404,3,Thu,22,50,2018-09-06 22:50:00,2018-09-13 22:50:00,2018-09-20 22:50:00,2018-09-27 22:50:00,0.569011,0.518537
405,3,Thu,20,50,2018-09-06 20:50:00,2018-09-13 20:50:00,2018-09-20 20:50:00,2018-09-27 20:50:00,0.552265,0.744109
406,3,Thu,17,50,2018-09-06 17:50:00,2018-09-13 17:50:00,2018-09-20 17:50:00,2018-09-27 17:50:00,0.327867,1.042735
407,3,Thu,15,25,2018-09-06 15:25:00,2018-09-13 15:25:00,2018-09-20 15:25:00,2018-09-27 15:25:00,0.365685,0.937341
408,3,Thu,14,00,2018-09-06 14:00:00,2018-09-13 14:00:00,2018-09-20 14:00:00,2018-09-27 14:00:00,0.295740,0.998693
409,3,Thu,6,00,2018-09-06 06:00:00,2018-09-13 06:00:00,2018-09-20 06:00:00,2018-09-27 06:00:00,0.590708,0.306444
410,3,Thu,5,50,2018-09-06 05:50:00,2018-09-13 05:50:00,2018-09-20 05:50:00,2018-09-27 05:50:00,0.601542,0.299572
411,3,Thu,8,05,2018-09-06 08:05:00,2018-09-13 08:05:00,2018-09-20 08:05:00,2018-09-27 08:05:00,0.324176,0.844562
412,3,Thu,22,45,2018-09-06 22:45:00,2018-09-13 22:45:00,2018-09-20 22:45:00,2018-09-27 22:45:00,0.571204,0.542473
413,3,Thu,2,30,2018-09-06 02:30:00,2018-09-13 02:30:00,2018-09-20 02:30:00,2018-09-27 02:30:00,0.505628,0.188837
414,3,Thu,23,00,2018-09-06 23:00:00,2018-09-13 23:00:00,2018-09-20 23:00:00,2018-09-27 23:00:00,0.540189,0.477353
415,3,Thu,5,05,2018-09-06 05:05:00,2018-09-13 05:05:00,2018-09-20 05:05:00,2018-09-27 05:05:00,0.633922,0.270429
416,3,Thu,14,40,2018-09-06 14:40:00,2018-09-13 14:40:00,2018-09-20 14:40:00,2018-09-27 14:40:00,0.305515,0.998424
417,3,Thu,9,50,2018-09-06 09:50:00,2018-09-13 09:50:00,2018-09-20 09:50:00,2018-09-27 09:50:00,0.380288,1.069078
418,3,Thu,10,50,2018-09-06 10:50:00,2018-09-13 10:50:00,2018-09-20 10:50:00,2018-09-27 10:50:00,0.290515,0.911621
419,3,Thu,12,20,2018-09-06 12:20:00,2018-09-13 12:20:00,2018-09-20 12:20:00,2018-09-27 12:20:00,0.277236,0.957117
420,3,Thu,2,50,2018-09-06 02:50:00,2018-09-13 02:50:00,2018-09-20 02:50:00,2018-09-27 02:50:00,0.701340,0.211294
421,3,Thu,22,25,2018-09-06 22:25:00,2018-09-13 22:25:00,2018-09-20 22:25:00,2018-09-27 22:25:00,0.628877,0.639636
422,3,Thu,1,00,2018-09-06 01:00:00,2018-09-13 01:00:00,2018-09-20 01:00:00,2018-09-27 01:00:00,0.640679,0.183330
423,3,Thu,13,40,2018-09-06 13:40:00,2018-09-13 13:40:00,2018-09-20 13:40:00,2018-09-27 13:40:00,0.315186,1.038998
424,3,Thu,8,40,2018-09-06 08:40:00,2018-09-13 08:40:00,2018-09-20 08:40:00,2018-09-27 08:40:00,0.307388,1.022543
425,3,Thu,0,55,2018-09-06 00:55:00,2018-09-13 00:55:00,2018-09-20 00:55:00,2018-09-27 00:55:00,0.744774,0.260053
426,3,Thu,4,35,2018-09-06 04:35:00,2018-09-13 04:35:00,2018-09-20 04:35:00,2018-09-27 04:35:00,0.510061,0.185426
427,3,Thu,9,35,2018-09-06 09:35:00,2018-09-13 09:35:00,2018-09-20 09:35:00,2018-09-27 09:35:00,0.321930,1.100226
428,3,Thu,3,45,2018-09-06 03:45:00,2018-09-13 03:45:00,2018-09-20 03:45:00,2018-09-27 03:45:00,0.662428,0.181159
429,3,Thu,7,00,2018-09-06 07:00:00,2018-09-13 07:00:00,2018-09-20 07:00:00,2018-09-27 07:00:00,0.457194,0.497913
430,3,Thu,2,10,2018-09-06 02:10:00,2018-09-13 02:10:00,2018-09-20 02:10:00,2018-09-27 02:10:00,0.581711,0.170077
431,3,Thu,23,40,2018-09-06 23:40:00,2018-09-13 23:40:00,2018-09-20 23:40:00,2018-09-27 23:40:00,0.637873,0.302254
432,3,Thu,1,15,2018-09-06 01:15:00,2018-09-13 01:15:00,2018-09-20 01:15:00,2018-09-27 01:15:00,0.653333,0.222939
433,3,Thu,21,55,2018-09-06 21:55:00,2018-09-13 21:55:00,2018-09-20 21:55:00,2018-09-27 21:55:00,0.502568,0.630383
434,3,Thu,3,40,2018-09-06 03:40:00,2018-09-13 03:40:00,2018-09-20 03:40:00,2018-09-27 03:40:00,0.679429,0.169736
435,3,Thu,14,20,2018-09-06 14:20:00,2018-09-13 14:20:00,2018-09-20 14:20:00,2018-09-27 14:20:00,0.311638,0.938437
436,3,Thu,2,55,2018-09-06 02:55:00,2018-09-13 02:55:00,2018-09-20 02:55:00,2018-09-27 02:55:00,0.627201,0.156855
437,3,Thu,19,40,2018-09-06 19:40:00,2018-09-13 19:40:00,2018-09-20 19:40:00,2018-09-27 19:40:00,0.544149,0.895454
438,3,Thu,22,55,2018-09-06 22:55:00,2018-09-13 22:55:00,2018-09-20 22:55:00,2018-09-27 22:55:00,0.559630,0.493975
439,3,Thu,15,50,2018-09-06 15:50:00,2018-09-13 15:50:00,2018-09-20 15:50:00,2018-09-27 15:50:00,0.295117,1.019896
440,3,Thu,8,00,2018-09-06 08:00:00,2018-09-13 08:00:00,2018-09-20 08:00:00,2018-09-27 08:00:00,0.326940,0.782738
441,3,Thu,21,50,2018-09-06 21:50:00,2018-09-13 21:50:00,2018-09-20 21:50:00,2018-09-27 21:50:00,0.508056,0.590659
442,3,Thu,11,55,2018-09-06 11:55:00,2018-09-13 11:55:00,2018-09-20 11:55:00,2018-09-27 11:55:00,0.330179,0.916046
443,3,Thu,3,55,2018-09-06 03:55:00,2018-09-13 03:55:00,2018-09-20 03:55:00,2018-09-27 03:55:00,0.628386,0.155424
444,3,Thu,4,00,2018-09-06 04:00:00,2018-09-13 04:00:00,2018-09-20 04:00:00,2018-09-27 04:00:00,0.581768,0.151846
445,3,Thu,20,15,2018-09-06 20:15:00,2018-09-13 20:15:00,2018-09-20 20:15:00,2018-09-27 20:15:00,0.520358,0.785060
446,3,Thu,0,20,2018-09-06 00:20:00,2018-09-13 00:20:00,2018-09-20 00:20:00,2018-09-27 00:20:00,0.653369,0.363984
447,3,Thu,10,55,2018-09-06 10:55:00,2018-09-13 10:55:00,2018-09-20 10:55:00,2018-09-27 10:55:00,0.330048,0.932491
448,3,Thu,10,40,2018-09-06 10:40:00,2018-09-13 10:40:00,2018-09-20 10:40:00,2018-09-27 10:40:00,0.349742,0.948111
449,3,Thu,6,55,2018-09-06 06:55:00,2018-09-13 06:55:00,2018-09-20 06:55:00,2018-09-27 06:55:00,0.435618,0.504562
450,3,Thu,21,30,2018-09-06 21:30:00,2018-09-13 21:30:00,2018-09-20 21:30:00,2018-09-27 21:30:00,0.529664,0.623245
451,3,Thu,2,00,2018-09-06 02:00:00,2018-09-13 02:00:00,2018-09-20 02:00:00,2018-09-27 02:00:00,0.561686,0.173307
452,3,Thu,3,30,2018-09-06 03:30:00,2018-09-13 03:30:00,2018-09-20 03:30:00,2018-09-27 03:30:00,0.677400,0.221281
453,3,Thu,17,10,2018-09-06 17:10:00,2018-09-13 17:10:00,2018-09-20 17:10:00,2018-09-27 17:10:00,0.353082,1.019957
454,3,Thu,16,55,2018-09-06 16:55:00,2018-09-13 16:55:00,2018-09-20 16:55:00,2018-09-27 16:55:00,0.355967,1.050951
455,3,Thu,13,10,2018-09-06 13:10:00,2018-09-13 13:10:00,2018-09-20 13:10:00,2018-09-27 13:10:00,0.344444,0.981710
456,3,Thu,7,45,2018-09-06 07:45:00,2018-09-13 07:45:00,2018-09-20 07:45:00,2018-09-27 07:45:00,0.491987,0.831565
457,3,Thu,3,20,2018-09-06 03:20:00,2018-09-13 03:20:00,2018-09-20 03:20:00,2018-09-27 03:20:00,0.661002,0.196561
458,3,Thu,7,35,2018-09-06 07:35:00,2018-09-13 07:35:00,2018-09-20 07:35:00,2018-09-27 07:35:00,0.408915,0.832922
459,3,Thu,14,45,2018-09-06 14:45:00,2018-09-13 14:45:00,2018-09-20 14:45:00,2018-09-27 14:45:00,0.339470,0.948388
460,3,Thu,22,35,2018-09-06 22:35:00,2018-09-13 22:35:00,2018-09-20 22:35:00,2018-09-27 22:35:00,0.578943,0.457579
461,3,Thu,23,35,2018-09-06 23:35:00,2018-09-13 23:35:00,2018-09-20 23:35:00,2018-09-27 23:35:00,0.607943,0.344416
462,3,Thu,10,00,2018-09-06 10:00:00,2018-09-13 10:00:00,2018-09-20 10:00:00,2018-09-27 10:00:00,0.230741,0.894179
463,3,Thu,7,30,2018-09-06 07:30:00,2018-09-13 07:30:00,2018-09-20 07:30:00,2018-09-27 07:30:00,0.380040,0.813066
464,3,Thu,20,30,2018-09-06 20:30:00,2018-09-13 20:30:00,2018-09-20 20:30:00,2018-09-27 20:30:00,0.468921,0.744383
465,3,Thu,14,15,2018-09-06 14:15:00,2018-09-13 14:15:00,2018-09-20 14:15:00,2018-09-27 14:15:00,0.366104,1.008422
466,3,Thu,23,50,2018-09-06 23:50:00,2018-09-13 23:50:00,2018-09-20 23:50:00,2018-09-27 23:50:00,0.507268,0.305012
467,3,Thu,9,25,2018-09-06 09:25:00,2018-09-13 09:25:00,2018-09-20 09:25:00,2018-09-27 09:25:00,0.343401,1.029347
468,3,Thu,0,15,2018-09-06 00:15:00,2018-09-13 00:15:00,2018-09-20 00:15:00,2018-09-27 00:15:00,0.532232,0.315350
469,3,Thu,17,45,2018-09-06 17:45:00,2018-09-13 17:45:00,2018-09-20 17:45:00,2018-09-27 17:45:00,0.334634,0.996446
470,3,Thu,0,30,2018-09-06 00:30:00,2018-09-13 00:30:00,2018-09-20 00:30:00,2018-09-27 00:30:00,0.589169,0.268746
471,3,Thu,19,25,2018-09-06 19:25:00,2018-09-13 19:25:00,2018-09-20 19:25:00,2018-09-27 19:25:00,0.376597,0.972199
472,3,Thu,17,40,2018-09-06 17:40:00,2018-09-13 17:40:00,2018-09-20 17:40:00,2018-09-27 17:40:00,0.325618,1.032163
473,3,Thu,20,10,2018-09-06 20:10:00,2018-09-13 20:10:00,2018-09-20 20:10:00,2018-09-27 20:10:00,0.433639,0.778389
474,3,Thu,13,25,2018-09-06 13:25:00,2018-09-13 13:25:00,2018-09-20 13:25:00,2018-09-27 13:25:00,0.283849,0.978984
475,3,Thu,7,05,2018-09-06 07:05:00,2018-09-13 07:05:00,2018-09-20 07:05:00,2018-09-27 07:05:00,0.402661,0.484109
476,3,Thu,9,40,2018-09-06 09:40:00,2018-09-13 09:40:00,2018-09-20 09:40:00,2018-09-27 09:40:00,0.390353,1.147393
477,3,Thu,4,25,2018-09-06 04:25:00,2018-09-13 04:25:00,2018-09-20 04:25:00,2018-09-27 04:25:00,0.559740,0.245425
478,3,Thu,13,55,2018-09-06 13:55:00,2018-09-13 13:55:00,2018-09-20 13:55:00,2018-09-27 13:55:00,0.289537,0.988869
479,3,Thu,15,30,2018-09-06 15:30:00,2018-09-13 15:30:00,2018-09-20 15:30:00,2018-09-27 15:30:00,0.337431,0.881022
480,4,Fri,11,00,2018-09-07 11:00:00,2018-09-14 11:00:00,2018-09-21 11:00:00,2018-09-28 11:00:00,0.258099,0.958864
481,4,Fri,4,05,2018-09-07 04:05:00,2018-09-14 04:05:00,2018-09-21 04:05:00,2018-09-28 04:05:00,0.478505,0.194554
482,4,Fri,9,30,2018-09-07 09:30:00,2018-09-14 09:30:00,2018-09-21 09:30:00,2018-09-28 09:30:00,0.371181,1.008224
483,4,Fri,19,35,2018-08-31 19:35:00,2018-09-07 19:35:00,2018-09-14 19:35:00,2018-09-21 19:35:00,0.479851,0.950811
484,4,Fri,17,40,2018-09-07 17:40:00,2018-09-14 17:40:00,2018-09-21 17:40:00,2018-09-28 17:40:00,0.352212,1.009458
485,4,Fri,1,10,2018-09-07 01:10:00,2018-09-14 01:10:00,2018-09-21 01:10:00,2018-09-28 01:10:00,0.722477,0.214547
486,4,Fri,4,10,2018-09-07 04:10:00,2018-09-14 04:10:00,2018-09-21 04:10:00,2018-09-28 04:10:00,0.545614,0.239940
487,4,Fri,6,25,2018-09-07 06:25:00,2018-09-14 06:25:00,2018-09-21 06:25:00,2018-09-28 06:25:00,0.392836,0.338850
488,4,Fri,22,50,2018-08-31 22:50:00,2018-09-07 22:50:00,2018-09-14 22:50:00,2018-09-21 22:50:00,0.583090,0.510530
489,4,Fri,6,05,2018-09-07 06:05:00,2018-09-14 06:05:00,2018-09-21 06:05:00,2018-09-28 06:05:00,0.604283,0.289972
490,4,Fri,3,45,2018-09-07 03:45:00,2018-09-14 03:45:00,2018-09-21 03:45:00,2018-09-28 03:45:00,0.605155,0.187622
491,4,Fri,14,10,2018-09-07 14:10:00,2018-09-14 14:10:00,2018-09-21 14:10:00,2018-09-28 14:10:00,0.391931,0.962959
492,4,Fri,11,05,2018-09-07 11:05:00,2018-09-14 11:05:00,2018-09-21 11:05:00,2018-09-28 11:05:00,0.340471,0.937618
493,4,Fri,17,45,2018-09-07 17:45:00,2018-09-14 17:45:00,2018-09-21 17:45:00,2018-09-28 17:45:00,0.369768,1.063344
494,4,Fri,23,45,2018-08-31 23:45:00,2018-09-07 23:45:00,2018-09-14 23:45:00,2018-09-21 23:45:00,0.565827,0.344978
495,4,Fri,18,05,2018-09-07 18:05:00,2018-09-14 18:05:00,2018-09-21 18:05:00,2018-09-28 18:05:00,0.423698,1.135908
496,4,Fri,16,40,2018-09-07 16:40:00,2018-09-14 16:40:00,2018-09-21 16:40:00,2018-09-28 16:40:00,0.272380,1.032236
497,4,Fri,18,15,2018-09-07 18:15:00,2018-09-14 18:15:00,2018-09-21 18:15:00,2018-09-28 18:15:00,0.370312,1.010779
498,4,Fri,12,35,2018-09-07 12:35:00,2018-09-14 12:35:00,2018-09-21 12:35:00,2018-09-28 12:35:00,0.320224,0.957120
499,4,Fri,18,40,2018-09-07 18:40:00,2018-09-14 18:40:00,2018-09-21 18:40:00,2018-09-28 18:40:00,0.459130,1.014654
500,4,Fri,23,50,2018-08-31 23:50:00,2018-09-07 23:50:00,2018-09-14 23:50:00,2018-09-21 23:50:00,0.623009,0.367646
501,4,Fri,20,50,2018-08-31 20:50:00,2018-09-07 20:50:00,2018-09-14 20:50:00,2018-09-21 20:50:00,0.563950,0.749762
502,4,Fri,3,05,2018-09-07 03:05:00,2018-09-14 03:05:00,2018-09-21 03:05:00,2018-09-28 03:05:00,0.602430,0.188068
503,4,Fri,20,10,2018-08-31 20:10:00,2018-09-07 20:10:00,2018-09-14 20:10:00,2018-09-21 20:10:00,0.502946,0.837652
504,4,Fri,21,50,2018-08-31 21:50:00,2018-09-07 21:50:00,2018-09-14 21:50:00,2018-09-21 21:50:00,0.669749,0.657769
505,4,Fri,23,40,2018-08-31 23:40:00,2018-09-07 23:40:00,2018-09-14 23:40:00,2018-09-21 23:40:00,0.661524,0.401286
506,4,Fri,16,30,2018-09-07 16:30:00,2018-09-14 16:30:00,2018-09-21 16:30:00,2018-09-28 16:30:00,0.297636,0.972859
507,4,Fri,18,10,2018-09-07 18:10:00,2018-09-14 18:10:00,2018-09-21 18:10:00,2018-09-28 18:10:00,0.519910,1.143145
508,4,Fri,10,10,2018-09-07 10:10:00,2018-09-14 10:10:00,2018-09-21 10:10:00,2018-09-28 10:10:00,0.315716,1.025886
509,4,Fri,9,45,2018-09-07 09:45:00,2018-09-14 09:45:00,2018-09-21 09:45:00,2018-09-28 09:45:00,0.343870,1.033306
510,4,Fri,19,15,2018-08-31 19:15:00,2018-09-07 19:15:00,2018-09-14 19:15:00,2018-09-21 19:15:00,0.385520,0.968084
511,4,Fri,2,10,2018-09-07 02:10:00,2018-09-14 02:10:00,2018-09-21 02:10:00,2018-09-28 02:10:00,0.615799,0.149154
512,4,Fri,12,30,2018-09-07 12:30:00,2018-09-14 12:30:00,2018-09-21 12:30:00,2018-09-28 12:30:00,0.270761,0.929679
513,4,Fri,18,30,2018-09-07 18:30:00,2018-09-14 18:30:00,2018-09-21 18:30:00,2018-09-28 18:30:00,0.414931,1.066440
514,4,Fri,12,40,2018-09-07 12:40:00,2018-09-14 12:40:00,2018-09-21 12:40:00,2018-09-28 12:40:00,0.268864,0.990905
515,4,Fri,17,25,2018-09-07 17:25:00,2018-09-14 17:25:00,2018-09-21 17:25:00,2018-09-28 17:25:00,0.421438,1.088194
516,4,Fri,13,35,2018-09-07 13:35:00,2018-09-14 13:35:00,2018-09-21 13:35:00,2018-09-28 13:35:00,0.310589,0.958362
517,4,Fri,1,40,2018-09-07 01:40:00,2018-09-14 01:40:00,2018-09-21 01:40:00,2018-09-28 01:40:00,0.602350,0.187367
518,4,Fri,16,00,2018-09-07 16:00:00,2018-09-14 16:00:00,2018-09-21 16:00:00,2018-09-28 16:00:00,0.350518,0.977686
519,4,Fri,9,15,2018-09-07 09:15:00,2018-09-14 09:15:00,2018-09-21 09:15:00,2018-09-28 09:15:00,0.359522,1.001637
520,4,Fri,19,00,2018-08-31 19:00:00,2018-09-07 19:00:00,2018-09-14 19:00:00,2018-09-21 19:00:00,0.466776,1.081955
521,4,Fri,5,25,2018-09-07 05:25:00,2018-09-14 05:25:00,2018-09-21 05:25:00,2018-09-28 05:25:00,0.550534,0.234062
522,4,Fri,10,50,2018-09-07 10:50:00,2018-09-14 10:50:00,2018-09-21 10:50:00,2018-09-28 10:50:00,0.349760,1.009923
523,4,Fri,16,10,2018-09-07 16:10:00,2018-09-14 16:10:00,2018-09-21 16:10:00,2018-09-28 16:10:00,0.375166,1.032693
524,4,Fri,21,40,2018-08-31 21:40:00,2018-09-07 21:40:00,2018-09-14 21:40:00,2018-09-21 21:40:00,0.650030,0.643735
525,4,Fri,2,05,2018-09-07 02:05:00,2018-09-14 02:05:00,2018-09-21 02:05:00,2018-09-28 02:05:00,0.640174,0.215455
526,4,Fri,2,00,2018-09-07 02:00:00,2018-09-14 02:00:00,2018-09-21 02:00:00,2018-09-28 02:00:00,0.616650,0.269580
527,4,Fri,22,30,2018-08-31 22:30:00,2018-09-07 22:30:00,2018-09-14 22:30:00,2018-09-21 22:30:00,0.547345,0.567155
528,4,Fri,11,35,2018-09-07 11:35:00,2018-09-14 11:35:00,2018-09-21 11:35:00,2018-09-28 11:35:00,0.278823,0.980941
529,4,Fri,2,40,2018-09-07 02:40:00,2018-09-14 02:40:00,2018-09-21 02:40:00,2018-09-28 02:40:00,0.584898,0.179719
530,4,Fri,15,25,2018-09-07 15:25:00,2018-09-14 15:25:00,2018-09-21 15:25:00,2018-09-28 15:25:00,0.313975,0.976287
531,4,Fri,22,05,2018-08-31 22:05:00,2018-09-07 22:05:00,2018-09-14 22:05:00,2018-09-21 22:05:00,0.587442,0.602691
532,4,Fri,10,45,2018-09-07 10:45:00,2018-09-14 10:45:00,2018-09-21 10:45:00,2018-09-28 10:45:00,0.395701,0.960622
533,4,Fri,13,25,2018-09-07 13:25:00,2018-09-14 13:25:00,2018-09-21 13:25:00,2018-09-28 13:25:00,0.270766,1.018261
534,4,Fri,18,00,2018-09-07 18:00:00,2018-09-14 18:00:00,2018-09-21 18:00:00,2018-09-28 18:00:00,0.378878,1.067815
535,4,Fri,10,00,2018-09-07 10:00:00,2018-09-14 10:00:00,2018-09-21 10:00:00,2018-09-28 10:00:00,0.352930,0.959268
536,4,Fri,13,15,2018-09-07 13:15:00,2018-09-14 13:15:00,2018-09-21 13:15:00,2018-09-28 13:15:00,0.261092,0.999775
537,4,Fri,4,25,2018-09-07 04:25:00,2018-09-14 04:25:00,2018-09-21 04:25:00,2018-09-28 04:25:00,0.537148,0.216652
538,4,Fri,23,30,2018-08-31 23:30:00,2018-09-07 23:30:00,2018-09-14 23:30:00,2018-09-21 23:30:00,0.617024,0.452445
539,4,Fri,21,55,2018-08-31 21:55:00,2018-09-07 21:55:00,2018-09-14 21:55:00,2018-09-21 21:55:00,0.587724,0.618976
540,4,Fri,6,00,2018-09-07 06:00:00,2018-09-14 06:00:00,2018-09-21 06:00:00,2018-09-28 06:00:00,0.546287,0.283482
541,4,Fri,3,10,2018-09-07 03:10:00,2018-09-14 03:10:00,2018-09-21 03:10:00,2018-09-28 03:10:00,0.626859,0.234564
542,4,Fri,0,35,2018-09-07 00:35:00,2018-09-14 00:35:00,2018-09-21 00:35:00,2018-09-28 00:35:00,0.640813,0.229483
543,4,Fri,8,40,2018-09-07 08:40:00,2018-09-14 08:40:00,2018-09-21 08:40:00,2018-09-28 08:40:00,0.296831,0.932671
544,4,Fri,5,35,2018-09-07 05:35:00,2018-09-14 05:35:00,2018-09-21 05:35:00,2018-09-28 05:35:00,0.483379,0.239366
