idx,weekday,wd_name,hour,minute,week1,week2,week3,week4,top100_mre,overall_mre
733,6,Sun,10,15,2018-09-02 10:15:00,2018-09-09 10:15:00,2018-09-16 10:15:00,2018-09-23 10:15:00,0.451288,0.411286
734,6,Sun,2,55,2018-09-02 02:55:00,2018-09-09 02:55:00,2018-09-16 02:55:00,2018-09-23 02:55:00,0.746182,0.144006
735,6,Sun,8,50,2018-09-02 08:50:00,2018-09-09 08:50:00,2018-09-16 08:50:00,2018-09-23 08:50:00,0.443078,0.281528
736,6,Sun,19,50,2018-09-02 19:50:00,2018-09-09 19:50:00,2018-09-16 19:50:00,2018-09-23 19:50:00,0.579058,0.607327
737,6,Sun,7,00,2018-09-02 07:00:00,2018-09-09 07:00:00,2018-09-16 07:00:00,2018-09-23 07:00:00,0.574227,0.162981
738,6,Sun,19,15,2018-09-02 19:15:00,2018-09-09 19:15:00,2018-09-16 19:15:00,2018-09-23 19:15:00,0.493049,0.650811
739,6,Sun,0,45,2018-09-02 00:45:00,2018-09-09 00:45:00,2018-09-16 00:45:00,2018-09-23 00:45:00,0.725551,0.385337
740,6,Sun,21,55,2018-09-02 21:55:00,2018-09-09 21:55:00,2018-09-16 21:55:00,2018-09-23 21:55:00,0.695468,0.403612
741,6,Sun,8,20,2018-09-02 08:20:00,2018-09-09 08:20:00,2018-09-16 08:20:00,2018-09-23 08:20:00,0.625149,0.234585
742,6,Sun,11,10,2018-09-02 11:10:00,2018-09-09 11:10:00,2018-09-16 11:10:00,2018-09-23 11:10:00,0.484222,0.615130
743,6,Sun,19,00,2018-09-02 19:00:00,2018-09-09 19:00:00,2018-09-16 19:00:00,2018-09-23 19:00:00,0.374361,0.530435
744,6,Sun,5,20,2018-09-02 05:20:00,2018-09-09 05:20:00,2018-09-16 05:20:00,2018-09-23 05:20:00,0.617352,0.106705
745,6,Sun,19,55,2018-09-02 19:55:00,2018-09-09 19:55:00,2018-09-16 19:55:00,2018-09-23 19:55:00,0.633433,0.568288
746,6,Sun,20,05,2018-09-02 20:05:00,2018-09-09 20:05:00,2018-09-16 20:05:00,2018-09-23 20:05:00,0.711545,0.559255
747,6,Sun,23,30,2018-09-02 23:30:00,2018-09-09 23:30:00,2018-09-16 23:30:00,2018-09-23 23:30:00,0.591525,0.329983
748,6,Sun,22,35,2018-09-02 22:35:00,2018-09-09 22:35:00,2018-09-16 22:35:00,2018-09-23 22:35:00,0.687221,0.371166
749,6,Sun,4,45,2018-09-02 04:45:00,2018-09-09 04:45:00,2018-09-16 04:45:00,2018-09-23 04:45:00,0.700366,0.126843
750,6,Sun,6,30,2018-09-02 06:30:00,2018-09-09 06:30:00,2018-09-16 06:30:00,2018-09-23 06:30:00,0.611752,0.175190
751,6,Sun,10,00,2018-09-02 10:00:00,2018-09-09 10:00:00,2018-09-16 10:00:00,2018-09-23 10:00:00,0.550873,0.396620
752,6,Sun,12,10,2018-09-02 12:10:00,2018-09-09 12:10:00,2018-09-16 12:10:00,2018-09-23 12:10:00,0.603158,0.561611
753,6,Sun,20,30,2018-09-02 20:30:00,2018-09-09 20:30:00,2018-09-16 20:30:00,2018-09-23 20:30:00,0.612364,0.581372
754,6,Sun,18,15,2018-09-02 18:15:00,2018-09-09 18:15:00,2018-09-16 18:15:00,2018-09-23 18:15:00,0.586449,0.729550
755,6,Sun,1,25,2018-09-02 01:25:00,2018-09-09 01:25:00,2018-09-16 01:25:00,2018-09-23 01:25:00,0.694291,0.296756
756,6,Sun,1,20,2018-09-02 01:20:00,2018-09-09 01:20:00,2018-09-16 01:20:00,2018-09-23 01:20:00,0.729657,0.253773
757,6,Sun,13,15,2018-09-02 13:15:00,2018-09-09 13:15:00,2018-09-16 13:15:00,2018-09-23 13:15:00,0.563163,0.688219
758,6,Sun,17,55,2018-09-02 17:55:00,2018-09-09 17:55:00,2018-09-16 17:55:00,2018-09-23 17:55:00,0.656088,0.732295
759,6,Sun,13,35,2018-09-02 13:35:00,2018-09-09 13:35:00,2018-09-16 13:35:00,2018-09-23 13:35:00,0.492969,0.603884
760,6,Sun,0,35,2018-09-02 00:35:00,2018-09-09 00:35:00,2018-09-16 00:35:00,2018-09-23 00:35:00,0.746163,0.351304
761,6,Sun,7,45,2018-09-02 07:45:00,2018-09-09 07:45:00,2018-09-16 07:45:00,2018-09-23 07:45:00,0.704456,0.261682
762,6,Sun,21,00,2018-09-02 21:00:00,2018-09-09 21:00:00,2018-09-16 21:00:00,2018-09-23 21:00:00,0.636001,0.516088
763,6,Sun,0,55,2018-09-02 00:55:00,2018-09-09 00:55:00,2018-09-16 00:55:00,2018-09-23 00:55:00,0.724566,0.380137
764,6,Sun,15,05,2018-09-02 15:05:00,2018-09-09 15:05:00,2018-09-16 15:05:00,2018-09-23 15:05:00,0.503333,0.621738
765,6,Sun,6,35,2018-09-02 06:35:00,2018-09-09 06:35:00,2018-09-16 06:35:00,2018-09-23 06:35:00,0.621166,0.178793
766,6,Sun,13,00,2018-09-02 13:00:00,2018-09-09 13:00:00,2018-09-16 13:00:00,2018-09-23 13:00:00,0.506883,0.588807
767,6,Sun,20,45,2018-09-02 20:45:00,2018-09-09 20:45:00,2018-09-16 20:45:00,2018-09-23 20:45:00,0.629875,0.524544
768,6,Sun,12,30,2018-09-02 12:30:00,2018-09-09 12:30:00,2018-09-16 12:30:00,2018-09-23 12:30:00,0.578380,0.591500
769,6,Sun,1,45,2018-09-02 01:45:00,2018-09-09 01:45:00,2018-09-16 01:45:00,2018-09-23 01:45:00,0.725946,0.162980
770,6,Sun,18,20,2018-09-02 18:20:00,2018-09-09 18:20:00,2018-09-16 18:20:00,2018-09-23 18:20:00,0.543777,0.639428
771,6,Sun,19,40,2018-09-02 19:40:00,2018-09-09 19:40:00,2018-09-16 19:40:00,2018-09-23 19:40:00,0.618126,0.609975
772,6,Sun,15,15,2018-09-02 15:15:00,2018-09-09 15:15:00,2018-09-16 15:15:00,2018-09-23 15:15:00,0.483765,0.601809
773,6,Sun,8,45,2018-09-02 08:45:00,2018-09-09 08:45:00,2018-09-16 08:45:00,2018-09-23 08:45:00,0.540955,0.269809
774,6,Sun,9,25,2018-09-02 09:25:00,2018-09-09 09:25:00,2018-09-16 09:25:00,2018-09-23 09:25:00,0.583704,0.439473
775,6,Sun,13,55,2018-09-02 13:55:00,2018-09-09 13:55:00,2018-09-16 13:55:00,2018-09-23 13:55:00,0.437909,0.679086
776,6,Sun,2,30,2018-09-02 02:30:00,2018-09-09 02:30:00,2018-09-16 02:30:00,2018-09-23 02:30:00,0.831361,0.161429
777,6,Sun,3,45,2018-09-02 03:45:00,2018-09-09 03:45:00,2018-09-16 03:45:00,2018-09-23 03:45:00,0.713446,0.111762
778,6,Sun,11,50,2018-09-02 11:50:00,2018-09-09 11:50:00,2018-09-16 11:50:00,2018-09-23 11:50:00,0.500157,0.581549
779,6,Sun,2,50,2018-09-02 02:50:00,2018-09-09 02:50:00,2018-09-16 02:50:00,2018-09-23 02:50:00,0.739067,0.178747
780,6,Sun,21,40,2018-09-02 21:40:00,2018-09-09 21:40:00,2018-09-16 21:40:00,2018-09-23 21:40:00,0.631662,0.454540
781,6,Sun,3,00,2018-09-02 03:00:00,2018-09-09 03:00:00,2018-09-16 03:00:00,2018-09-23 03:00:00,0.709695,0.135941
782,6,Sun,6,45,2018-09-02 06:45:00,2018-09-09 06:45:00,2018-09-16 06:45:00,2018-09-23 06:45:00,0.702902,0.158102
783,6,Sun,20,25,2018-09-02 20:25:00,2018-09-09 20:25:00,2018-09-16 20:25:00,2018-09-23 20:25:00,0.647404,0.495318
784,6,Sun,3,40,2018-09-02 03:40:00,2018-09-09 03:40:00,2018-09-16 03:40:00,2018-09-23 03:40:00,0.758991,0.095979
785,6,Sun,2,05,2018-09-02 02:05:00,2018-09-09 02:05:00,2018-09-16 02:05:00,2018-09-23 02:05:00,0.719611,0.179615
786,6,Sun,8,40,2018-09-02 08:40:00,2018-09-09 08:40:00,2018-09-16 08:40:00,2018-09-23 08:40:00,0.486104,0.281855
787,6,Sun,17,10,2018-09-02 17:10:00,2018-09-09 17:10:00,2018-09-16 17:10:00,2018-09-23 17:10:00,0.553709,0.664122
788,6,Sun,8,00,2018-09-02 08:00:00,2018-09-09 08:00:00,2018-09-16 08:00:00,2018-09-23 08:00:00,0.598243,0.243186
789,6,Sun,0,20,2018-09-02 00:20:00,2018-09-09 00:20:00,2018-09-16 00:20:00,2018-09-23 00:20:00,0.639797,0.332017
790,6,Sun,1,05,2018-09-02 01:05:00,2018-09-09 01:05:00,2018-09-16 01:05:00,2018-09-23 01:05:00,0.805303,0.407541
791,6,Sun,5,10,2018-09-02 05:10:00,2018-09-09 05:10:00,2018-09-16 05:10:00,2018-09-23 05:10:00,0.767665,0.110154
792,6,Sun,14,00,2018-09-02 14:00:00,2018-09-09 14:00:00,2018-09-16 14:00:00,2018-09-23 14:00:00,0.568928,0.694903
793,6,Sun,0,05,2018-09-02 00:05:00,2018-09-09 00:05:00,2018-09-16 00:05:00,2018-09-23 00:05:00,0.671956,0.353494
794,6,Sun,13,05,2018-09-02 13:05:00,2018-09-09 13:05:00,2018-09-16 13:05:00,2018-09-23 13:05:00,0.545586,0.686227
795,6,Sun,21,15,2018-09-02 21:15:00,2018-09-09 21:15:00,2018-09-16 21:15:00,2018-09-23 21:15:00,0.670718,0.460755
796,6,Sun,12,45,2018-09-02 12:45:00,2018-09-09 12:45:00,2018-09-16 12:45:00,2018-09-23 12:45:00,0.566869,0.639798
797,6,Sun,11,25,2018-09-02 11:25:00,2018-09-09 11:25:00,2018-09-16 11:25:00,2018-09-23 11:25:00,0.576020,0.557972
798,6,Sun,20,40,2018-09-02 20:40:00,2018-09-09 20:40:00,2018-09-16 20:40:00,2018-09-23 20:40:00,0.676373,0.519436
799,6,Sun,9,55,2018-09-02 09:55:00,2018-09-09 09:55:00,2018-09-16 09:55:00,2018-09-23 09:55:00,0.482348,0.413005
800,6,Sun,5,05,2018-09-02 05:05:00,2018-09-09 05:05:00,2018-09-16 05:05:00,2018-09-23 05:05:00,0.715399,0.129653
801,6,Sun,19,45,2018-09-02 19:45:00,2018-09-09 19:45:00,2018-09-16 19:45:00,2018-09-23 19:45:00,0.622561,0.599850
802,6,Sun,10,20,2018-09-02 10:20:00,2018-09-09 10:20:00,2018-09-16 10:20:00,2018-09-23 10:20:00,0.583836,0.441117
803,6,Sun,19,05,2018-09-02 19:05:00,2018-09-09 19:05:00,2018-09-16 19:05:00,2018-09-23 19:05:00,0.462514,0.621462
804,6,Sun,7,30,2018-09-02 07:30:00,2018-09-09 07:30:00,2018-09-16 07:30:00,2018-09-23 07:30:00,0.616795,0.225072
805,6,Sun,10,05,2018-09-02 10:05:00,2018-09-09 10:05:00,2018-09-16 10:05:00,2018-09-23 10:05:00,0.642324,0.437928
806,6,Sun,19,30,2018-09-02 19:30:00,2018-09-09 19:30:00,2018-09-16 19:30:00,2018-09-23 19:30:00,0.685446,0.548895
807,6,Sun,16,40,2018-09-02 16:40:00,2018-09-09 16:40:00,2018-09-16 16:40:00,2018-09-23 16:40:00,0.531581,0.665302
808,6,Sun,1,00,2018-09-02 01:00:00,2018-09-09 01:00:00,2018-09-16 01:00:00,2018-09-23 01:00:00,0.737280,0.447881
809,6,Sun,18,05,2018-09-02 18:05:00,2018-09-09 18:05:00,2018-09-16 18:05:00,2018-09-23 18:05:00,0.580327,0.641525
810,6,Sun,6,40,2018-09-02 06:40:00,2018-09-09 06:40:00,2018-09-16 06:40:00,2018-09-23 06:40:00,0.687029,0.144804
811,6,Sun,2,45,2018-09-02 02:45:00,2018-09-09 02:45:00,2018-09-16 02:45:00,2018-09-23 02:45:00,0.766620,0.199849
812,6,Sun,22,20,2018-09-02 22:20:00,2018-09-09 22:20:00,2018-09-16 22:20:00,2018-09-23 22:20:00,0.619229,0.367932
813,6,Sun,15,25,2018-09-02 15:25:00,2018-09-09 15:25:00,2018-09-16 15:25:00,2018-09-23 15:25:00,0.509123,0.606297
814,6,Sun,4,50,2018-09-02 04:50:00,2018-09-09 04:50:00,2018-09-16 04:50:00,2018-09-23 04:50:00,0.709446,0.150113
815,6,Sun,22,45,2018-09-02 22:45:00,2018-09-09 22:45:00,2018-09-16 22:45:00,2018-09-23 22:45:00,0.702741,0.293721
816,6,Sun,11,00,2018-09-02 11:00:00,2018-09-09 11:00:00,2018-09-16 11:00:00,2018-09-23 11:00:00,0.566864,0.552902
817,6,Sun,1,55,2018-09-02 01:55:00,2018-09-09 01:55:00,2018-09-16 01:55:00,2018-09-23 01:55:00,0.820880,0.186191
818,6,Sun,7,10,2018-09-02 07:10:00,2018-09-09 07:10:00,2018-09-16 07:10:00,2018-09-23 07:10:00,0.635791,0.157822
819,6,Sun,8,55,2018-09-02 08:55:00,2018-09-09 08:55:00,2018-09-16 08:55:00,2018-09-23 08:55:00,0.428101,0.291207
820,6,Sun,6,10,2018-09-02 06:10:00,2018-09-09 06:10:00,2018-09-16 06:10:00,2018-09-23 06:10:00,0.738737,0.145822
821,6,Sun,9,30,2018-09-02 09:30:00,2018-09-09 09:30:00,2018-09-16 09:30:00,2018-09-23 09:30:00,0.489665,0.445591
822,6,Sun,22,10,2018-09-02 22:10:00,2018-09-09 22:10:00,2018-09-16 22:10:00,2018-09-23 22:10:00,0.619641,0.369727
823,6,Sun,16,30,2018-09-02 16:30:00,2018-09-09 16:30:00,2018-09-16 16:30:00,2018-09-23 16:30:00,0.561123,0.592535
824,6,Sun,12,55,2018-09-02 12:55:00,2018-09-09 12:55:00,2018-09-16 12:55:00,2018-09-23 12:55:00,0.524130,0.598868
825,6,Sun,7,40,2018-09-02 07:40:00,2018-09-09 07:40:00,2018-09-16 07:40:00,2018-09-23 07:40:00,0.718260,0.296420
826,6,Sun,14,25,2018-09-02 14:25:00,2018-09-09 14:25:00,2018-09-16 14:25:00,2018-09-23 14:25:00,0.743583,0.625409
827,6,Sun,2,25,2018-09-02 02:25:00,2018-09-09 02:25:00,2018-09-16 02:25:00,2018-09-23 02:25:00,0.780918,0.223067
828,6,Sun,17,50,2018-09-02 17:50:00,2018-09-09 17:50:00,2018-09-16 17:50:00,2018-09-23 17:50:00,0.555832,0.636011
829,6,Sun,4,25,2018-09-02 04:25:00,2018-09-09 04:25:00,2018-09-16 04:25:00,2018-09-23 04:25:00,0.802907,0.154179
830,6,Sun,15,10,2018-09-02 15:10:00,2018-09-09 15:10:00,2018-09-16 15:10:00,2018-09-23 15:10:00,0.498417,0.661364
831,6,Sun,20,50,2018-09-02 20:50:00,2018-09-09 20:50:00,2018-09-16 20:50:00,2018-09-23 20:50:00,0.639048,0.544702
832,6,Sun,15,20,2018-09-02 15:20:00,2018-09-09 15:20:00,2018-09-16 15:20:00,2018-09-23 15:20:00,0.503035,0.709054
833,6,Sun,6,05,2018-09-02 06:05:00,2018-09-09 06:05:00,2018-09-16 06:05:00,2018-09-23 06:05:00,0.733277,0.156620
834,6,Sun,16,10,2018-09-02 16:10:00,2018-09-09 16:10:00,2018-09-16 16:10:00,2018-09-23 16:10:00,0.638764,0.621033
835,6,Sun,4,35,2018-09-02 04:35:00,2018-09-09 04:35:00,2018-09-16 04:35:00,2018-09-23 04:35:00,0.700560,0.150539
836,6,Sun,17,15,2018-09-02 17:15:00,2018-09-09 17:15:00,2018-09-16 17:15:00,2018-09-23 17:15:00,0.671972,0.690352
837,6,Sun,9,40,2018-09-02 09:40:00,2018-09-09 09:40:00,2018-09-16 09:40:00,2018-09-23 09:40:00,0.596520,0.376591
838,6,Sun,2,35,2018-09-02 02:35:00,2018-09-09 02:35:00,2018-09-16 02:35:00,2018-09-23 02:35:00,0.863724,0.157729
839,6,Sun,10,10,2018-09-02 10:10:00,2018-09-09 10:10:00,2018-09-16 10:10:00,2018-09-23 10:10:00,0.608393,0.419915
