link_id,link_idx,fair,ref_W1,ref_W3,ref_W4,ref_median,ref_mean,ref_min,ref_max,lift,fold,speed,lanes,length
10092,80,5,4,3,4,4.0,3.6666666666666665,3,4,1.0,1.25,13.89,1.0,196.159279218597
10093,81,1,0,1,1,1.0,0.6666666666666666,0,1,0.0,1.0,13.89,1.0,326.40288608527106
10094,82,1,0,0,1,0.0,0.3333333333333333,0,1,1.0,1.0,13.89,1.0,61.88629689475805
10099,83,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,25.708536930618028
101,84,0,0,0,0,0.0,0.0,0,0,0.0,0.0,8.94,2.0,83.45583114075527
10101,85,2,3,4,3,3.0,3.3333333333333335,3,4,-1.0,0.6666666666666666,11.18,2.0,225.02416495731117
10102,86,1,0,0,1,0.0,0.3333333333333333,0,1,1.0,1.0,11.18,2.0,25.708536930618028
10103,87,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,177.27242335216854
10104,88,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,86.08375094638228
10106,89,2,5,2,1,2.0,2.6666666666666665,1,5,0.0,1.0,6.71,1.0,67.06079001587648
10108,90,2,1,2,2,2.0,1.6666666666666667,1,2,0.0,1.0,8.94,1.0,34.85847956143682
1011,91,0,2,0,0,0.0,0.6666666666666666,0,2,0.0,0.0,11.18,2.0,79.88709456989072
10110,92,20,14,9,18,14.0,13.666666666666666,9,18,6.0,1.4285714285714286,11.18,2.0,40.53095960362564
10112,93,18,16,14,21,16.0,17.0,14,21,2.0,1.125,11.18,2.0,70.13096905676396
10114,94,0,2,2,2,2.0,2.0,2,2,-2.0,0.0,13.89,1.0,70.2603602518493
10115,95,2,0,1,0,0.0,0.3333333333333333,0,1,2.0,2.0,13.89,1.0,72.660418746539
10116,96,1,0,0,0,0.0,0.0,0,0,1.0,1.0,11.18,1.0,150.6120662051506
10117,97,1,0,0,0,0.0,0.0,0,0,1.0,1.0,11.18,1.0,87.16272357342362
10118,98,0,0,1,1,1.0,0.6666666666666666,0,1,-1.0,0.0,11.18,1.0,103.7371298835517
10119,99,2,0,0,0,0.0,0.0,0,0,2.0,2.0,11.18,1.0,150.6120662051506
1012,100,1,4,2,0,2.0,2.0,0,4,-1.0,0.5,11.18,2.0,80.81967005156233
10120,101,4,4,2,5,4.0,3.6666666666666665,2,5,0.0,1.0,11.18,1.0,167.3881815676539
10121,102,1,0,1,0,0.0,0.3333333333333333,0,1,1.0,1.0,11.18,1.0,84.70898777356224
10122,103,1,1,1,1,1.0,1.0,1,1,0.0,1.0,11.18,1.0,100.20313866999122
10123,104,0,1,1,0,1.0,0.6666666666666666,0,1,-1.0,0.0,13.89,1.0,316.6337679698927
10124,105,0,1,0,1,1.0,0.6666666666666666,0,1,-1.0,0.0,13.89,1.0,74.98980581365473
10125,106,2,1,0,0,0.0,0.3333333333333333,0,1,2.0,2.0,11.18,1.0,198.19875476204388
10126,107,1,1,1,1,1.0,1.0,1,1,0.0,1.0,11.18,1.0,78.44635074460217
10127,108,1,2,0,0,0.0,0.6666666666666666,0,2,1.0,1.0,13.89,1.0,436.8361778528424
10128,109,1,1,0,0,0.0,0.3333333333333333,0,1,1.0,1.0,11.18,1.0,78.44635074460219
1013,110,2,3,1,2,2.0,2.0,1,3,0.0,1.0,11.18,2.0,79.88404715506832
10131,111,3,2,1,2,2.0,1.6666666666666667,1,2,1.0,1.5,13.89,1.0,182.31199111905752
10132,112,6,10,4,3,4.0,5.666666666666667,3,10,2.0,1.5,13.89,1.0,77.49366961681278
10133,113,2,3,4,0,3.0,2.3333333333333335,0,4,-1.0,0.6666666666666666,13.89,1.0,158.779989929026
10134,114,1,2,1,0,1.0,1.0,0,2,0.0,1.0,13.89,1.0,79.96675590297647
10135,115,1,3,0,2,2.0,1.6666666666666667,0,3,-1.0,0.5,13.89,1.0,182.31199111905752
10136,116,3,4,2,4,4.0,3.3333333333333335,2,4,-1.0,0.75,13.89,1.0,172.8648676955693
10137,117,4,1,1,1,1.0,1.0,1,1,3.0,4.0,11.18,1.0,485.1063580617933
10139,118,1,2,1,0,1.0,1.0,0,2,0.0,1.0,13.89,1.0,151.39998408982052
1014,119,0,1,1,6,1.0,2.6666666666666665,1,6,-1.0,0.0,11.18,2.0,80.88490411891485
10140,120,0,1,0,1,1.0,0.6666666666666666,0,1,-1.0,0.0,13.89,1.0,79.96675590297647
10141,121,0,1,0,1,1.0,0.6666666666666666,0,1,-1.0,0.0,13.89,1.0,151.3999840898205
10142,122,2,2,0,0,0.0,0.6666666666666666,0,2,2.0,2.0,13.89,1.0,436.83617785284247
10143,123,1,2,1,0,1.0,1.0,0,2,0.0,1.0,13.89,1.0,74.98980581365474
10149,124,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,25.63708042411946
10151,125,3,3,1,2,2.0,2.0,1,3,1.0,1.5,13.89,1.0,237.10062969080693
10152,126,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,25.63708042411946
10153,127,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,57.182807245101074
10154,128,2,0,1,0,0.0,0.3333333333333333,0,1,2.0,2.0,11.18,1.0,76.44258238364358
10155,129,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,108.21067097595427
10156,130,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,57.18280724510109
10159,131,11,19,11,16,16.0,15.333333333333334,11,19,-5.0,0.6875,8.94,2.0,69.98861819294449
10160,132,1,1,0,0,0.0,0.3333333333333333,0,1,1.0,1.0,13.89,1.0,53.22568692389723
10161,133,1,1,0,0,0.0,0.3333333333333333,0,1,1.0,1.0,13.89,1.0,53.22568692389723
10162,134,2,2,2,0,2.0,1.3333333333333333,0,2,0.0,1.0,13.89,1.0,198.49586162219194
10163,135,1,1,2,2,2.0,1.6666666666666667,1,2,-1.0,0.5,13.89,1.0,84.60980538039496
10164,136,1,1,3,0,1.0,1.3333333333333333,0,3,0.0,1.0,13.89,1.0,79.88276362011798
10165,137,3,4,2,2,2.0,2.6666666666666665,2,4,1.0,1.5,13.89,1.0,198.49586162219194
10166,138,1,1,5,0,1.0,2.0,0,5,0.0,1.0,13.89,1.0,75.29038027683713
10169,139,0,1,0,2,1.0,1.0,0,2,-1.0,0.0,11.18,1.0,76.38357269516894
10170,140,0,0,0,3,0.0,1.0,0,3,0.0,0.0,11.18,1.0,75.75024991498307
10173,141,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,2.0,89.21706327729778
10176,142,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,80.33846430032948
1018,143,0,1,2,0,1.0,1.0,0,2,-1.0,0.0,11.18,2.0,78.89353516795047
10182,144,7,9,5,7,7.0,7.0,5,9,0.0,1.0,13.89,1.0,114.94206051824811
10183,145,37,33,39,31,33.0,34.333333333333336,31,39,4.0,1.121212121212121,15.65,3.0,95.30466535112609
10184,146,0,2,1,0,1.0,1.0,0,2,-1.0,0.0,13.89,1.0,85.82804204532181
10185,147,22,16,20,29,20.0,21.666666666666668,16,29,2.0,1.1,15.65,3.0,126.91745750439507
10186,148,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,46.909068989905784
10187,149,0,2,0,0,0.0,0.6666666666666666,0,2,0.0,0.0,13.89,1.0,145.0851804390521
10188,150,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,85.82804204532181
10189,151,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,57.690079443863006
10190,152,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,121.92669068561156
10191,153,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,145.0851804390521
10192,154,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,47.16407510928919
10193,155,1,2,0,2,2.0,1.3333333333333333,0,2,-1.0,0.5,13.89,1.0,234.6762084705789
10195,156,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,121.92669068561156
10196,157,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,82.65346050482603
10198,158,6,1,4,1,1.0,2.0,1,4,5.0,6.0,11.18,1.0,213.40769305633998
10199,159,32,21,22,26,22.0,23.0,21,26,10.0,1.4545454545454546,13.89,1.0,61.08438480697756
1020,160,1,0,0,2,0.0,0.6666666666666666,0,2,1.0,1.0,13.89,1.0,397.52361034256785
10200,161,41,32,34,37,34.0,34.333333333333336,32,37,7.0,1.2058823529411764,13.89,1.0,148.66855211664566
10201,162,8,1,6,5,5.0,4.0,1,6,3.0,1.6,11.18,1.0,79.92217760351662
10202,163,3,1,3,0,1.0,1.3333333333333333,0,3,2.0,3.0,11.18,1.0,93.0109058083697
10203,164,2,1,2,0,1.0,1.0,0,2,1.0,2.0,11.18,1.0,213.40769305633995
10204,165,14,5,9,9,9.0,7.666666666666667,5,9,5.0,1.5555555555555556,11.18,1.0,80.47046313378146
10205,166,1,0,1,0,0.0,0.3333333333333333,0,1,1.0,1.0,11.18,1.0,93.0109058083697
10209,167,9,18,13,7,13.0,12.666666666666666,7,18,-4.0,0.6923076923076923,13.89,1.0,104.50429997699449
1021,168,4,2,3,4,3.0,3.0,2,4,1.0,1.3333333333333333,13.89,1.0,102.50030519893006
10212,169,12,14,8,7,8.0,9.666666666666666,7,14,4.0,1.5,13.89,1.0,104.50429997699449
10215,170,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,75.42377869187466
10216,171,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,155.9551012194703
10217,172,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,94.91329378941096
10218,173,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,75.42377869187466
10219,174,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,112.73036466573143
10221,175,2,1,0,0,0.0,0.3333333333333333,0,1,2.0,2.0,11.18,1.0,139.69692724191538
10222,176,0,2,0,4,2.0,2.0,0,4,-2.0,0.0,11.18,1.0,63.42345004033923
10223,177,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,112.7303646657314
10225,178,2,0,0,1,0.0,0.3333333333333333,0,1,2.0,2.0,13.89,1.0,44.745876139534275
10227,179,1,0,0,1,0.0,0.3333333333333333,0,1,1.0,1.0,13.89,1.0,123.54916657916274
10229,180,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,84.83136866644445
1023,181,2,0,0,1,0.0,0.3333333333333333,0,1,2.0,2.0,13.89,1.0,81.27253044452198
10231,182,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,344.7215393599462
10232,183,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,138.28636497220288
10235,184,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,138.28636497220288
10236,185,2,0,2,0,0.0,0.6666666666666666,0,2,2.0,2.0,13.89,1.0,83.72182136282136
10238,186,7,3,3,6,3.0,4.0,3,6,4.0,2.3333333333333335,13.89,1.0,83.22177214885707
10239,187,44,36,47,55,47.0,46.0,36,55,-3.0,0.9361702127659575,13.89,1.0,52.88080233524256
10240,188,27,15,30,38,30.0,27.666666666666668,15,38,-3.0,0.9,13.89,1.0,106.29358134325796
10241,189,0,0,3,4,3.0,2.3333333333333335,0,4,-3.0,0.0,11.18,1.0,96.32240267712241
10243,190,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,2.0,95.12004119391598
10244,191,1,10,5,3,5.0,6.0,3,10,-4.0,0.2,11.18,2.0,67.55295008030687
10245,192,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,50.55600952350942
10246,193,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,107.74473268359962
10247,194,3,1,0,1,1.0,0.6666666666666666,0,1,2.0,3.0,11.18,2.0,319.6500110217966
10249,195,0,2,1,0,1.0,1.0,0,2,-1.0,0.0,11.18,2.0,110.65635844924373
1025,196,2,0,0,4,0.0,1.3333333333333333,0,4,2.0,2.0,13.89,1.0,81.97617221098763
10250,197,0,1,0,2,1.0,1.0,0,2,-1.0,0.0,11.18,2.0,112.37950441753108
10252,198,0,1,0,2,1.0,1.0,0,2,-1.0,0.0,11.18,2.0,110.65635844924373
10253,199,0,4,1,0,1.0,1.6666666666666667,0,4,-1.0,0.0,11.18,2.0,67.22826026149622
10254,200,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,135.00237387091659
10255,201,0,1,0,2,1.0,1.0,0,2,-1.0,0.0,11.18,2.0,67.22826026149622
10257,202,48,59,40,53,53.0,50.666666666666664,40,59,-5.0,0.9056603773584906,15.65,3.0,108.39354293377116
10261,203,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,65.28703081151275
10270,204,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,97.47476899121587
10271,205,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,117.83674538398704
10275,206,108,93,124,119,119.0,112.0,93,124,-11.0,0.907563025210084,13.41,1.0,85.11088104492427
10278,207,1,1,2,0,1.0,1.0,0,2,0.0,1.0,11.18,2.0,99.74706908471262
10279,208,1,1,1,1,1.0,1.0,1,1,0.0,1.0,11.18,2.0,102.20380500394108
10280,209,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,84.03295661049023
10281,210,41,54,38,49,49.0,47.0,38,54,-8.0,0.8367346938775511,15.65,3.0,245.11861072382592
10282,211,53,63,43,62,62.0,56.0,43,63,-9.0,0.8548387096774194,15.65,3.0,107.01432483069145
10283,212,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,113.80994090415581
10284,213,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,144.53154967294768
10285,214,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,2.0,122.39683735998156
10286,215,2,0,1,2,1.0,1.0,0,2,1.0,2.0,11.18,2.0,113.80994090415581
10288,216,1,0,0,2,0.0,0.6666666666666666,0,2,1.0,1.0,11.18,2.0,122.39683735998156
10289,217,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,120.96919973940231
10291,218,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,83.81416068169739
