link_id,link_idx,fair,ref_W1,ref_W3,ref_W4,ref_median,ref_mean,ref_min,ref_max,lift,fold,speed,lanes,length
58861,36695,2687,2526,2566,2560,2560.0,2550.6666666666665,2526,2566,127.0,1.049609375,13.89,3.0,553.7483601750916
65491,41652,5187,5060,4848,5272,5060.0,5060.0,4848,5272,127.0,1.025098814229249,31.29,7.0,893.0904911390475
77707,50497,1374,1247,1234,1336,1247.0,1272.3333333333333,1234,1336,127.0,1.1018444266238974,13.89,2.0,372.9440091100321
59399,37193,2766,2640,2604,2667,2640.0,2637.0,2604,2667,126.0,1.0477272727272726,29.06,3.0,1488.1972461398807
93636,57934,795,639,676,670,670.0,661.6666666666666,639,676,125.0,1.1865671641791045,15.65,2.0,46.017600937626504
59671,37387,1869,1634,1745,1764,1745.0,1714.3333333333333,1634,1764,124.0,1.0710601719197708,31.29,5.0,468.6856880347741
93640,57939,864,681,744,740,740.0,721.6666666666666,681,744,124.0,1.1675675675675676,15.65,2.0,290.8829331389675
59292,37115,1137,996,1014,1067,1014.0,1025.6666666666667,996,1067,123.0,1.121301775147929,31.29,3.0,1141.1361553499034
58696,36546,3309,3246,3042,3187,3187.0,3158.3333333333335,3042,3246,122.0,1.038280514590524,31.29,4.0,600.9956818306591
59218,37058,1100,978,892,1003,978.0,957.6666666666666,892,1003,122.0,1.1247443762781186,31.29,3.0,909.6409837254497
59413,37209,3112,2991,2962,3037,2991.0,2996.6666666666665,2962,3037,121.0,1.0404546974256101,29.06,3.0,959.1542166783349
58698,36548,1407,1287,1275,1400,1287.0,1320.6666666666667,1275,1400,120.0,1.0932400932400932,31.29,4.0,961.6924343111692
85027,54475,1387,1267,1186,1344,1267.0,1265.6666666666667,1186,1344,120.0,1.0947119179163378,31.29,3.0,1334.1941504825797
58862,36696,1194,1081,1042,1075,1075.0,1066.0,1042,1081,119.0,1.1106976744186046,29.06,2.0,894.6304833743066
59018,36857,924,805,771,865,805.0,813.6666666666666,771,865,119.0,1.1478260869565218,31.29,3.0,1187.9573301802902
59306,37130,1308,1174,1189,1224,1189.0,1195.6666666666667,1174,1224,119.0,1.1000841042893188,31.29,3.0,469.9260975268324
58832,36666,599,453,481,576,481.0,503.3333333333333,453,576,118.0,1.2453222453222452,13.89,1.0,736.4826235218213
59303,37127,1260,1061,1142,1225,1142.0,1142.6666666666667,1061,1225,118.0,1.1033274956217163,31.29,3.0,320.02489118145286
65092,41309,612,472,529,494,494.0,498.3333333333333,472,529,118.0,1.2388663967611335,13.89,2.0,629.4877812420833
59411,37207,2772,2655,2618,2693,2655.0,2655.3333333333335,2618,2693,117.0,1.0440677966101695,31.29,3.0,345.56533119957186
209,8232,1022,899,906,938,906.0,914.3333333333334,899,938,116.0,1.1280353200883002,31.29,3.0,311.99276617499004
59081,36923,4917,4801,4613,4949,4801.0,4787.666666666667,4613,4949,116.0,1.0241616329931265,31.29,7.0,1355.5902664369135
59397,37191,3126,3011,2918,3037,3011.0,2988.6666666666665,2918,3037,115.0,1.0381932912653604,31.29,3.0,1351.4678391873708
59146,36984,853,739,729,752,739.0,740.0,729,752,114.0,1.1542625169147496,31.29,4.0,598.3262571054665
59100,36943,5008,4895,4652,5109,4895.0,4885.333333333333,4652,5109,113.0,1.023084780388151,31.29,6.0,520.280864518096
