bin,hour_dec,fair_per_day,ref_W1,ref_W3,ref_W4,ref_mean,ref_std,lift
24,2.0,6.333333333333333,17.333333333333332,11.666666666666666,12.333333333333334,13.777777777777779,2.5288459281646753,-7.4444444444444455
25,2.0833333333333335,13.0,6.333333333333333,14.666666666666666,10.0,10.333333333333334,3.4102242784939567,2.666666666666666
26,2.1666666666666665,19.333333333333332,18.666666666666668,6.0,4.333333333333333,9.666666666666666,6.400231477295408,9.666666666666666
27,2.25,7.333333333333333,14.666666666666666,14.333333333333334,9.333333333333334,12.777777777777779,2.4393887111222385,-5.4444444444444455
28,2.3333333333333335,8.0,7.333333333333333,16.666666666666668,9.333333333333334,11.111111111111112,4.012326685615065,-3.1111111111111125
29,2.4166666666666665,13.0,12.0,19.333333333333332,21.0,17.444444444444443,3.909469352390929,-4.444444444444443
30,2.5,12.333333333333334,5.666666666666667,19.333333333333332,21.666666666666668,15.555555555555557,7.057086448089074,-3.222222222222223
31,2.5833333333333335,5.666666666666667,1.6666666666666667,7.666666666666667,22.666666666666668,10.666666666666666,8.831760866327848,-4.999999999999999
32,2.6666666666666665,14.333333333333334,5.666666666666667,9.333333333333334,8.333333333333334,7.777777777777779,1.5475986974649023,6.555555555555555
33,2.75,7.666666666666667,8.666666666666666,11.0,7.0,8.888888888888888,1.640535895581489,-1.2222222222222205
34,2.8333333333333335,11.0,11.0,11.666666666666666,12.333333333333334,11.666666666666666,0.5443310539518176,-0.6666666666666661
35,2.9166666666666665,6.0,9.666666666666666,10.333333333333334,20.333333333333332,13.444444444444443,4.878777422244477,-7.444444444444443
36,3.0,14.666666666666666,8.666666666666666,6.666666666666667,17.666666666666668,11.0,4.784233364802442,3.666666666666666
37,3.0833333333333335,11.666666666666666,6.333333333333333,3.6666666666666665,8.333333333333334,6.111111111111112,1.911627837120584,5.5555555555555545
38,3.1666666666666665,13.333333333333334,15.333333333333334,6.0,7.333333333333333,9.555555555555555,4.121608220220313,3.7777777777777786
39,3.25,5.666666666666667,13.0,14.666666666666666,6.0,11.222222222222221,3.7548322774924,-5.5555555555555545
40,3.3333333333333335,6.666666666666667,7.333333333333333,9.666666666666666,9.0,8.666666666666666,0.9813067629253163,-1.9999999999999991
41,3.4166666666666665,8.333333333333334,11.0,9.666666666666666,22.333333333333332,14.333333333333334,5.682983045575298,-6.0
42,3.5,6.333333333333333,11.0,15.333333333333334,23.0,16.444444444444446,4.961580791503579,-10.111111111111114
43,3.5833333333333335,11.0,14.0,13.333333333333334,14.333333333333334,13.888888888888891,0.415739709641549,-2.888888888888891
44,3.6666666666666665,7.333333333333333,14.0,19.0,6.333333333333333,13.111111111111112,5.209203630991575,-5.7777777777777795
45,3.75,13.666666666666666,14.0,12.333333333333334,13.666666666666666,13.333333333333334,0.7200822998230952,0.33333333333333215
46,3.8333333333333335,5.666666666666667,13.0,18.666666666666668,8.666666666666666,13.444444444444445,4.094561282819619,-7.777777777777778
47,3.9166666666666665,4.333333333333333,5.0,14.666666666666666,14.333333333333334,11.333333333333334,4.480410034145767,-7.000000000000001
48,4.0,11.666666666666666,4.0,14.0,5.333333333333333,7.777777777777778,4.433319409613334,3.8888888888888884
49,4.083333333333333,19.0,14.666666666666666,5.0,3.6666666666666665,7.777777777777778,4.90149888891395,11.222222222222221
50,4.166666666666667,9.666666666666666,9.333333333333334,2.6666666666666665,9.333333333333334,7.111111111111112,3.1426968052735447,2.5555555555555545
51,4.25,4.0,8.333333333333334,3.0,10.666666666666666,7.333333333333333,3.208784239598589,-3.333333333333333
